artist,genre,city,country,venue_type,capacity,month,event_day,days_until_event,marketing_budget,ticket_price,artist_popularity,previous_attendance_rate,pre_sale_interest,artist_market_score,is_weekend,marketing_per_capacity,price_per_capacity,popularity_marketing,occupancy_pct,tickets_sold,demand_class
TWICE,kpop,Monterrey,Mexico,theater,4343,6,Saturday,1,49537,3455,92,0.84,2977,0.92,1,11.40617085,0.795533042,4557404,0.71,3084,media
The Weeknd,pop,CDMX,Mexico,arena,13832,11,Saturday,63,302064,2199,96,0.9,10651,1,1,21.83805668,0.158979179,28998144,0.89,12310,alta
Stray Kids,kpop,Madrid,España,club,2536,5,Saturday,144,70239,2353,91,0.7,1148,0.9,1,27.69676656,0.927839117,6391749,0.34,862,baja
Drake,rap,Monterrey,Mexico,club,2458,9,Monday,116,35903,2296,94,0.86,1858,0.92,0,14.60659072,0.934092758,3374882,0.74,1819,media
Clairo,indie,Monterrey,Mexico,stadium,64516,9,Wednesday,111,1004939,2403,80,0.7,31847,0.92,0,15.57658565,0.037246574,80395120,0.71,45806,media
Dua Lipa,pop,Bogota,Colombia,festival,93438,4,Wednesday,175,1276553,3706,93,0.7,38711,0.88,0,13.66203258,0.039662664,118719429,0.82,76619,alta
Clairo,indie,Seul,Desconocido,arena,18200,8,Wednesday,102,300580,3878,80,0.7,8642,0.8,0,16.51538462,0.213076923,24046400,0.52,9464,baja
Natanael Cano,corridos,Bogota,Colombia,festival,55608,10,Sunday,18,1040236,3121,87,0.7,30402,0.88,0,18.70658898,0.056125018,90500532,0.74,41150,media
NewJeans,kpop,Queretaro,Mexico,theater,3490,2,Friday,38,70299,2737,93,0.7,2007,0.82,1,20.14297994,0.784240688,6537807,0.53,1850,baja
Dua Lipa,pop,Monterrey,Mexico,arena,22007,8,Sunday,117,631190,2502,93,0.7,12872,0.92,0,28.68132867,0.113691098,58700670,0.72,15845,media
Arctic Monkeys,rock,Queretaro,Mexico,festival,74049,11,Wednesday,118,1402510,3950,92,0.7,36212,0.82,0,18.94029629,0.053343057,129030920,0.9,66644,alta
Coldplay,rock,Madrid,España,festival,37681,7,Sunday,128,525313,2509,96,0.7,19102,0.9,0,13.94105783,0.066585282,50430048,0.65,24493,media
Taylor Swift,pop,Bogota,Colombia,club,1076,9,Saturday,2,31425,4223,98,0.7,695,0.88,1,29.20539033,3.92472119,3079650,0.77,829,media
Natanael Cano,corridos,CDMX,Mexico,festival,90814,6,Sunday,125,2487779,4318,87,0.7,57503,1,0,27.39422336,0.047547735,216436773,0.95,86273,alta
Siddhartha,indie,CDMX,Mexico,arena,10163,2,Monday,45,279760,2527,85,0.7,4054,1,0,27.52730493,0.248647053,23779600,0.26,2642,baja
Los Tigres del Norte,norteno,Madrid,España,theater,7117,6,Saturday,175,107034,3802,92,0.74,2886,0.9,1,15.03920191,0.534213854,9847128,0.57,4057,media
Karol G,reggaeton,Monterrey,Mexico,arena,13423,5,Wednesday,9,277266,2602,94,0.7,6658,0.92,0,20.65603814,0.193846383,26063004,0.64,8591,media
TWICE,kpop,Bogota,Colombia,festival,39418,10,Monday,118,792459,2736,92,0.84,27202,0.88,0,20.10398803,0.069409914,72906228,0.94,37053,alta
Martin Garrix,electronica,Los Angeles,Estados Unidos,stadium,48176,3,Saturday,87,665612,3246,92,0.7,32253,0.95,1,13.81625706,0.067377948,61236304,0.97,46731,alta
Calvin Harris,electronica,Leon,Mexico,festival,61644,4,Sunday,9,726476,2819,94,0.7,22706,0.78,0,11.78502368,0.045730322,68288744,0.82,50548,alta
Imagine Dragons,rock,Leon,Mexico,club,1263,2,Friday,75,20739,1955,94,0.7,595,0.78,1,16.42042755,1.547901821,1949466,0.43,543,baja
Siddhartha,indie,Bogota,Colombia,stadium,44584,5,Monday,120,814525,2176,85,0.7,19175,0.88,0,18.26944644,0.048806747,69234625,0.64,28534,media
Grupo Firme,banda,CDMX,Mexico,festival,31613,1,Wednesday,101,459410,3128,90,0.78,24111,1,0,14.53231266,0.098946636,41346900,0.96,30348,alta
Adele,pop,CDMX,Mexico,club,901,8,Sunday,177,12568,34216,95,0.7,617,1,0,13.94894562,37.97558269,1193960,0.5,450,baja
Kendrick Lamar,rap,CDMX,Mexico,theater,6028,12,Saturday,141,171889,1939,95,0.7,4118,1,1,28.51509622,0.321665561,16329455,0.74,4461,media
Stray Kids,kpop,Guadalajara,Mexico,festival,32543,4,Sunday,46,630974,1627,91,0.7,16419,0.92,0,19.38893157,0.049995391,57418634,0.66,21478,media
aespa,kpop,Guadalajara,Mexico,club,1517,4,Saturday,24,17456,2200,90,0.7,736,0.92,1,11.50692156,1.450230719,1571040,0.37,561,baja
Kendrick Lamar,rap,Queretaro,Mexico,club,1610,1,Wednesday,163,46016,3315,95,0.7,679,0.82,0,28.58136646,2.059006211,4371520,0.33,531,baja
Siddhartha,indie,Queretaro,Mexico,arena,11334,6,Saturday,40,170359,3811,85,0.7,3735,0.82,1,15.03079231,0.336244927,14480515,0.27,3060,baja
David Guetta,electronica,Madrid,España,festival,24370,3,Sunday,109,650694,2777,93,0.82,17381,0.9,0,26.70061551,0.11395158,60514542,0.95,23152,alta
Arctic Monkeys,rock,Los Angeles,Estados Unidos,arena,14899,5,Saturday,64,222564,21492,92,0.7,9259,0.95,1,14.93818377,1.44251292,20475888,0.74,11025,media
Dua Lipa,pop,CDMX,Mexico,theater,7262,2,Sunday,110,110064,3624,93,0.7,5200,1,0,15.15615533,0.499036078,10235952,0.55,3994,baja
Ariana Grande,pop,Queretaro,Mexico,stadium,48450,6,Friday,126,975394,3873,95,0.88,36485,0.82,1,20.1319711,0.07993808,92662430,0.97,46996,alta
Clairo,indie,Bogota,Colombia,theater,4907,8,Tuesday,81,86425,1236,80,0.7,2176,0.88,0,17.61259425,0.251885062,6914000,0.42,2061,baja
Peso Pluma,regional_mexicano,Queretaro,Mexico,festival,70340,3,Saturday,9,1372235,22112,93,0.58,30989,0.82,1,19.50860108,0.314358829,127617855,0.73,51348,media
Ed Sheeran,pop,Seul,Desconocido,club,995,2,Thursday,96,15680,2127,94,0.7,563,0.8,0,15.75879397,2.137688442,1473920,0.53,527,baja
Siddhartha,indie,Leon,Mexico,theater,8523,7,Friday,157,133337,2491,85,0.7,4083,0.78,1,15.64437405,0.292267981,11333645,0.5,4262,baja
Imagine Dragons,rock,Monterrey,Mexico,club,2943,11,Friday,166,70603,2986,94,0.7,1356,0.92,1,23.99014611,1.014610941,6636682,0.32,942,baja
Ed Sheeran,pop,Madrid,España,theater,7287,11,Wednesday,34,200553,1593,94,0.7,3680,0.9,0,27.52202552,0.218608481,18851982,0.66,4809,media
Dua Lipa,pop,Leon,Mexico,stadium,78314,1,Saturday,108,1847222,22126,93,0.7,28159,0.78,1,23.58737901,0.282529305,171791646,0.81,63434,alta
Adele,pop,Leon,Mexico,theater,5883,9,Friday,51,156886,2623,95,0.7,3294,0.78,1,26.66768655,0.445860955,14904170,0.77,4530,media
Bad Bunny,reggaeton,Bogota,Colombia,stadium,74825,11,Tuesday,153,1171898,3984,95,0.7,40406,0.88,0,15.66185099,0.053244237,111330310,0.9,67342,alta
Ariana Grande,pop,Monterrey,Mexico,club,604,9,Sunday,52,10155,2109,95,0.88,350,0.92,0,16.81291391,3.491721854,964725,0.61,368,media
Cuco,indie,Leon,Mexico,theater,6421,1,Monday,13,89094,3035,82,0.7,2738,0.78,0,13.87540881,0.472667809,7305708,0.45,2889,baja
NewJeans,kpop,Bogota,Colombia,festival,74588,12,Sunday,74,2101981,2677,93,0.7,39660,0.88,0,28.18122218,0.035890492,195484233,0.9,67129,alta
Karol G,reggaeton,CDMX,Mexico,theater,7095,9,Thursday,41,113128,37417,94,0.7,3787,1,0,15.94474982,5.273713883,10634032,0.36,2554,baja
Los Tigres del Norte,norteno,Bogota,Colombia,festival,72189,10,Saturday,148,1576314,2121,92,0.74,30322,0.88,1,21.83593068,0.029381208,145020888,0.81,58473,alta
Taylor Swift,pop,CDMX,Mexico,arena,10098,4,Wednesday,173,104093,3319,98,0.7,6596,1,0,10.30827887,0.328678946,10201114,0.71,7170,media
NewJeans,kpop,Guadalajara,Mexico,stadium,53784,2,Thursday,83,676565,3646,93,0.7,28480,0.92,0,12.57929868,0.067789677,62920545,0.88,47330,alta
Arctic Monkeys,rock,Madrid,España,arena,13673,5,Thursday,113,225333,3279,92,0.7,7905,0.9,0,16.48014335,0.239815695,20730636,0.48,6563,baja
TWICE,kpop,Monterrey,Mexico,theater,7660,1,Monday,120,115445,4472,92,0.84,4815,0.92,0,15.07114883,0.58381201,10620940,0.67,5132,media
Natanael Cano,corridos,Bogota,Colombia,theater,4985,1,Friday,162,56157,2085,87,0.7,2761,0.88,1,11.26519559,0.418254764,4885659,0.51,2542,baja
Dua Lipa,pop,CDMX,Mexico,festival,43579,7,Saturday,169,565429,3887,93,0.7,25486,1,1,12.97480438,0.089194337,52584897,0.89,38785,alta
Siddhartha,indie,Madrid,España,festival,55748,12,Wednesday,124,567288,2876,85,0.7,26940,0.9,0,10.17593456,0.051589295,48219480,0.68,37909,media
Natanael Cano,corridos,Monterrey,Mexico,stadium,76156,2,Thursday,148,952803,4094,87,0.7,44567,0.92,0,12.51120069,0.053758076,82893861,0.95,72348,alta
Peso Pluma,regional_mexicano,Los Angeles,Estados Unidos,theater,6917,6,Saturday,15,175063,33227,93,0.58,2947,0.95,1,25.30909354,4.803672112,16280859,0.37,2559,baja
Post Malone,rap,Madrid,España,festival,87180,2,Friday,8,2006497,4358,92,0.7,35891,0.9,1,23.0155655,0.049988529,184597724,0.81,70616,alta
Peso Pluma,regional_mexicano,Los Angeles,Estados Unidos,festival,81103,10,Wednesday,33,1538534,2651,93,0.58,27552,0.95,0,18.97012441,0.03268683,143083662,0.8,64882,alta
Siddhartha,indie,Monterrey,Mexico,festival,59059,4,Friday,125,1279096,3565,85,0.7,32000,0.92,1,21.65793529,0.060363365,108723160,0.93,54925,alta
Imagine Dragons,rock,Leon,Mexico,theater,6645,12,Thursday,59,76160,2927,94,0.7,3169,0.78,0,11.46124906,0.440481565,7159040,0.44,2924,baja
TWICE,kpop,CDMX,Mexico,club,2791,8,Saturday,8,36645,4176,92,0.84,2085,1,1,13.12970262,1.496237908,3371340,0.71,1982,media
aespa,kpop,Monterrey,Mexico,club,2594,2,Thursday,102,77104,4337,90,0.7,1121,0.92,0,29.72397841,1.671935235,6939360,0.61,1582,media
Banda MS,banda,Bogota,Colombia,festival,52759,2,Tuesday,100,1162453,1908,89,0.7,20576,0.88,0,22.03326447,0.036164446,103458317,0.81,42735,alta
Taylor Swift,pop,Madrid,España,club,2045,7,Friday,176,42520,2019,98,0.7,829,0.9,1,20.79217604,0.987286064,4166960,0.25,511,baja
Arctic Monkeys,rock,Madrid,España,stadium,58795,6,Tuesday,81,993385,2967,92,0.7,27527,0.9,0,16.89573943,0.050463475,91391420,0.85,49976,alta
Kendrick Lamar,rap,Guadalajara,Mexico,arena,16232,4,Thursday,137,334234,3458,95,0.7,9091,0.92,0,20.59105471,0.213035978,31752230,0.69,11200,media
Karol G,reggaeton,Queretaro,Mexico,stadium,65969,12,Sunday,125,987479,3421,94,0.7,29419,0.82,0,14.96883385,0.051857691,92823026,0.65,42880,media
Ariana Grande,pop,Guadalajara,Mexico,festival,26501,5,Wednesday,82,370496,3694,95,0.88,17261,0.92,0,13.98045357,0.139390966,35197120,0.87,23056,alta
Girl Ultra,indie,Leon,Mexico,theater,4794,7,Sunday,47,55287,3178,78,0.7,2158,0.78,0,11.53254068,0.662911973,4312386,0.52,2493,baja
Siddhartha,indie,Los Angeles,Estados Unidos,theater,9009,9,Wednesday,44,116914,3709,85,0.7,4108,0.95,0,12.97746698,0.411699412,9937690,0.35,3153,baja
Banda MS,banda,CDMX,Mexico,arena,19671,6,Saturday,139,344033,3591,89,0.7,10800,1,1,17.4893498,0.182552997,30618937,0.67,13180,media
Ed Sheeran,pop,Monterrey,Mexico,festival,95670,2,Friday,123,2407502,29215,94,0.7,58068,0.92,1,25.16464932,0.305372635,226305188,0.93,88973,alta
Natanael Cano,corridos,Seul,Desconocido,club,557,12,Wednesday,114,13750,2741,87,0.7,225,0.8,0,24.68581688,4.921005386,1196250,0.37,206,baja
David Guetta,electronica,Bogota,Colombia,arena,18648,2,Monday,114,474439,4505,93,0.82,11638,0.88,0,25.44181682,0.241580867,44122827,0.7,13054,media
Kendrick Lamar,rap,CDMX,Mexico,arena,24007,4,Sunday,96,303977,2137,95,0.7,16572,1,0,12.66201525,0.089015704,28877815,0.95,22807,alta
Bad Bunny,reggaeton,Madrid,España,theater,8953,4,Friday,121,97211,4086,95,0.7,5772,0.9,1,10.85792472,0.456383335,9235045,0.53,4745,baja
Ed Sheeran,pop,Bogota,Colombia,club,576,11,Monday,57,6489,4633,94,0.7,239,0.88,0,11.265625,8.043402778,609966,0.29,167,baja
Drake,rap,Madrid,España,stadium,57512,12,Tuesday,65,1215360,2100,94,0.86,44645,0.9,0,21.13228544,0.036514119,114243840,0.96,55212,alta
Clairo,indie,Monterrey,Mexico,festival,72141,11,Saturday,42,968388,3015,80,0.7,32389,0.92,1,13.42354556,0.041793155,77471040,0.67,48334,media
BTS,kpop,Monterrey,Mexico,stadium,74925,7,Wednesday,59,1632504,1533,99,0.95,49673,0.92,0,21.78850851,0.02046046,161617896,0.84,62937,alta
The Weeknd,pop,Guadalajara,Mexico,stadium,67361,4,Friday,154,1378700,4331,96,0.9,45866,0.92,1,20.46733273,0.064295364,132355200,0.87,58604,alta
Girl Ultra,indie,Los Angeles,Estados Unidos,club,2256,4,Tuesday,29,44871,27590,78,0.7,1277,0.95,0,19.88962766,12.22960993,3499938,0.54,1218,baja
The Weeknd,pop,Los Angeles,Estados Unidos,arena,10571,2,Sunday,16,272190,2094,96,0.9,7563,0.95,0,25.74874657,0.198089112,26130240,0.88,9302,alta
Kendrick Lamar,rap,CDMX,Mexico,theater,9618,4,Monday,169,163619,2700,95,0.7,5104,1,0,17.0117488,0.280723643,15543805,0.63,6059,media
Post Malone,rap,CDMX,Mexico,stadium,66532,8,Monday,126,1521591,3429,92,0.7,40063,1,0,22.87006253,0.051539109,139986372,0.9,59879,alta
The Weeknd,pop,Seul,Desconocido,club,1726,3,Saturday,6,20298,4180,96,0.9,904,0.8,1,11.76013905,2.421784473,1948608,0.61,1053,media
BTS,kpop,Seul,Desconocido,stadium,79147,9,Monday,43,2039765,3103,99,0.95,40741,0.8,0,25.7718549,0.039205529,201936735,0.8,63318,alta
Calvin Harris,electronica,Guadalajara,Mexico,arena,18481,5,Sunday,28,484031,4327,94,0.7,7921,0.92,0,26.19073643,0.234132352,45498914,0.59,10904,media
Karol G,reggaeton,Monterrey,Mexico,theater,5927,7,Tuesday,140,119255,2006,94,0.7,2539,0.92,0,20.12063439,0.338451156,11209970,0.59,3497,media
Peso Pluma,regional_mexicano,Madrid,España,festival,73503,9,Tuesday,112,1189803,2092,93,0.58,25633,0.9,0,16.18713522,0.028461423,110651679,0.59,43367,media
aespa,kpop,Queretaro,Mexico,stadium,78726,3,Wednesday,40,2074838,4002,90,0.7,28976,0.82,0,26.35518126,0.05083454,186735420,0.81,63768,alta
Dua Lipa,pop,Leon,Mexico,festival,78707,6,Monday,45,1513846,1597,93,0.7,37504,0.78,0,19.23394361,0.020290444,140787678,0.91,71623,alta
Arctic Monkeys,rock,Seul,Desconocido,theater,8820,10,Monday,146,102933,3579,92,0.7,3326,0.8,0,11.67040816,0.405782313,9469836,0.3,2646,baja
Stray Kids,kpop,Los Angeles,Estados Unidos,festival,33984,11,Saturday,159,356982,3297,91,0.7,16566,0.95,1,10.50441384,0.097016243,32485362,0.64,21750,media
Banda MS,banda,Leon,Mexico,theater,7016,4,Thursday,95,193246,3020,89,0.7,3592,0.78,0,27.5436146,0.430444698,17198894,0.52,3648,baja
BTS,kpop,Leon,Mexico,festival,93865,11,Wednesday,83,2257519,4741,99,0.95,59444,0.78,0,24.05070047,0.050508709,223494381,0.88,82601,alta
Banda MS,banda,Leon,Mexico,festival,79691,3,Sunday,111,961521,4044,89,0.7,36804,0.78,0,12.06561594,0.050746006,85575369,0.91,72519,alta
Arctic Monkeys,rock,Leon,Mexico,arena,23347,1,Friday,10,287113,3456,92,0.7,8532,0.78,1,12.29763995,0.148027584,26414396,0.3,7004,baja
Arctic Monkeys,rock,Bogota,Colombia,stadium,39427,9,Sunday,172,501237,4442,92,0.7,16457,0.88,0,12.71303929,0.112663911,46113804,0.6,23656,media
Karol G,reggaeton,Monterrey,Mexico,festival,96165,3,Monday,166,2748227,28555,94,0.7,38910,0.92,0,28.57824572,0.296937555,258333338,0.8,76932,alta
Karol G,reggaeton,Queretaro,Mexico,stadium,72549,8,Saturday,65,2098298,1869,94,0.7,28420,0.82,1,28.92249376,0.025761899,197240012,0.82,59490,alta
Fuerza Regida,regional_mexicano,Madrid,España,theater,3373,8,Saturday,103,40862,4012,88,0.7,1450,0.9,1,12.11443819,1.189445597,3595856,0.33,1113,baja
Banda MS,banda,Los Angeles,Estados Unidos,stadium,62996,4,Friday,122,1543608,3580,89,0.7,27205,0.95,1,24.50327005,0.056829005,137381112,0.82,51657,alta
BTS,kpop,CDMX,Mexico,club,2441,2,Wednesday,130,51703,4562,99,0.95,1584,1,0,21.18107333,1.868906186,5118597,0.81,1977,alta
Girl Ultra,indie,Leon,Mexico,arena,19432,2,Tuesday,57,373439,1457,78,0.7,5828,0.78,0,19.21773364,0.074979415,29128242,0.29,5635,baja
BTS,kpop,Monterrey,Mexico,arena,15031,1,Sunday,16,306079,4414,99,0.95,11150,0.92,0,20.36318276,0.29365977,30301821,0.87,13077,alta
BTS,kpop,Monterrey,Mexico,arena,19220,12,Monday,163,252102,3788,99,0.95,12354,0.92,0,13.11664932,0.197086368,24958098,0.83,15953,alta
Taylor Swift,pop,Bogota,Colombia,stadium,63266,1,Friday,17,729808,2357,98,0.7,31086,0.88,1,11.53554832,0.037255398,71521184,0.86,54409,alta
BLACKPINK,kpop,Los Angeles,Estados Unidos,arena,14252,7,Friday,51,357129,2099,98,0.7,8141,0.95,1,25.05816727,0.147277575,34998642,0.67,9549,media
NewJeans,kpop,Leon,Mexico,theater,6946,12,Tuesday,122,181949,3679,93,0.7,3388,0.78,0,26.19478837,0.529657357,16921257,0.46,3195,baja
Travis Scott,rap,Monterrey,Mexico,club,1609,1,Friday,18,31953,3036,93,0.7,643,0.92,1,19.85891858,1.886886265,2971629,0.57,917,media
Natanael Cano,corridos,Queretaro,Mexico,theater,9701,12,Saturday,71,101593,37866,87,0.7,4892,0.82,1,10.47242552,3.903308937,8838591,0.49,4753,baja
Girl Ultra,indie,Guadalajara,Mexico,club,1397,2,Sunday,42,21936,1481,78,0.7,654,0.92,0,15.70221904,1.060128848,1711008,0.44,615,baja
Natanael Cano,corridos,Bogota,Colombia,arena,22552,6,Sunday,158,521554,2102,87,0.7,8301,0.88,0,23.12672934,0.093206811,45375198,0.27,6089,baja
BLACKPINK,kpop,Leon,Mexico,club,2541,11,Thursday,53,47573,4142,98,0.7,1418,0.78,0,18.72215663,1.630066903,4662154,0.75,1906,media
Natanael Cano,corridos,Guadalajara,Mexico,club,818,1,Thursday,165,18225,1884,87,0.7,488,0.92,0,22.2799511,2.303178484,1585575,0.53,434,baja
Los Tigres del Norte,norteno,Seul,Desconocido,theater,8905,2,Wednesday,139,243170,2976,92,0.74,3286,0.8,0,27.30713083,0.334194273,22371640,0.27,2404,baja
NewJeans,kpop,Guadalajara,Mexico,arena,21991,12,Friday,139,431306,3570,93,0.7,10202,0.92,1,19.61284162,0.162339139,40111458,0.62,13634,media
Martin Garrix,electronica,Queretaro,Mexico,club,1124,2,Saturday,173,27880,39919,92,0.7,601,0.82,1,24.80427046,35.51512456,2564960,0.49,551,baja
Fuerza Regida,regional_mexicano,Leon,Mexico,theater,7067,8,Friday,163,190620,27238,88,0.7,3350,0.78,1,26.97325598,3.854252158,16774560,0.47,3321,baja
BTS,kpop,Madrid,España,stadium,58328,6,Friday,174,1370148,1545,99,0.95,36191,0.9,1,23.49039912,0.026488136,135644652,0.82,47829,alta
aespa,kpop,CDMX,Mexico,club,2681,4,Wednesday,164,71601,3392,90,0.7,1257,1,0,26.70682581,1.265199552,6444090,0.31,831,baja
Drake,rap,Guadalajara,Mexico,club,939,12,Sunday,81,17561,23246,94,0.86,570,0.92,0,18.70181044,24.75612354,1650734,0.64,601,media
Calvin Harris,electronica,Bogota,Colombia,arena,11107,9,Sunday,7,189957,2207,94,0.7,5583,0.88,0,17.10245791,0.19870352,17855958,0.67,7442,media
aespa,kpop,CDMX,Mexico,arena,22264,2,Saturday,131,332769,2088,90,0.7,13019,1,1,14.94650557,0.093783687,29949210,0.7,15585,media
Coldplay,rock,Guadalajara,Mexico,stadium,79515,6,Monday,39,2135144,3414,96,0.7,40115,0.92,0,26.8520908,0.042935295,204973824,0.86,68383,alta
Dua Lipa,pop,Leon,Mexico,arena,11094,7,Sunday,59,241235,2022,93,0.7,4834,0.78,0,21.74463674,0.182260681,22434855,0.39,4327,baja
Post Malone,rap,Leon,Mexico,theater,6573,3,Tuesday,130,128316,3215,92,0.7,3257,0.78,0,19.5216796,0.489122166,11805072,0.47,3089,baja
Kendrick Lamar,rap,CDMX,Mexico,arena,18496,11,Wednesday,45,403596,2058,95,0.7,8198,1,0,21.82071799,0.111267301,38341620,0.57,10543,media
Stray Kids,kpop,Leon,Mexico,stadium,77935,1,Thursday,174,1149177,2526,91,0.7,29569,0.78,0,14.74532623,0.032411625,104575107,0.84,65465,alta
Dua Lipa,pop,Leon,Mexico,theater,7705,4,Friday,146,125877,2818,93,0.7,3799,0.78,1,16.33705386,0.365736535,11706561,0.46,3544,baja
Girl Ultra,indie,Leon,Mexico,festival,44639,2,Tuesday,29,1105990,1947,78,0.7,20015,0.78,0,24.77631667,0.043616568,86267220,0.76,33926,media
Drake,rap,Los Angeles,Estados Unidos,club,744,11,Thursday,152,19622,3287,94,0.86,503,0.95,0,26.37365591,4.418010753,1844468,0.67,498,media
David Guetta,electronica,Leon,Mexico,festival,95604,11,Monday,110,2405453,2425,93,0.82,50581,0.78,0,25.16058952,0.025365047,223707129,0.89,85088,alta
aespa,kpop,Leon,Mexico,theater,6128,7,Sunday,86,69382,3773,90,0.7,2103,0.78,0,11.32212794,0.615698433,6244380,0.28,1716,baja
Travis Scott,rap,Monterrey,Mexico,festival,81881,11,Saturday,136,1950610,1773,93,0.7,41750,0.92,1,23.8224985,0.021653375,181406730,0.87,71236,alta
Taylor Swift,pop,Leon,Mexico,theater,7616,5,Saturday,113,214943,1994,98,0.7,3626,0.78,1,28.22255777,0.261817227,21064414,0.68,5179,media
Drake,rap,Guadalajara,Mexico,club,1751,11,Wednesday,89,33101,3260,94,0.86,989,0.92,0,18.90405483,1.861793261,3111494,0.61,1068,media
Taylor Swift,pop,Madrid,España,arena,19890,1,Tuesday,153,459644,4124,98,0.7,9470,0.9,0,23.10930116,0.207340372,45045112,0.62,12332,media
Karol G,reggaeton,Bogota,Colombia,festival,42331,6,Monday,59,1235203,29238,94,0.7,20094,0.88,0,29.17963195,0.690699487,116109082,0.64,27092,media
Calvin Harris,electronica,Monterrey,Mexico,arena,21027,12,Friday,100,359630,2398,94,0.7,8389,0.92,1,17.1032482,0.114043848,33805220,0.56,11775,media
Peso Pluma,regional_mexicano,Guadalajara,Mexico,stadium,47761,5,Thursday,46,1149361,3961,93,0.58,18841,0.92,0,24.0648437,0.082933774,106890573,0.63,30089,media
Cuco,indie,Bogota,Colombia,festival,76718,6,Friday,115,1024942,1816,82,0.7,28876,0.88,1,13.3598634,0.023671107,84045244,0.61,46798,media
Calvin Harris,electronica,Los Angeles,Estados Unidos,arena,10773,1,Saturday,176,175318,3347,94,0.7,5370,0.95,1,16.27383273,0.310684118,16479892,0.35,3771,baja
Coldplay,rock,Los Angeles,Estados Unidos,theater,7321,3,Friday,125,181009,2863,96,0.7,3290,0.95,1,24.72462778,0.391066794,17376864,0.59,4319,media
David Guetta,electronica,Queretaro,Mexico,theater,5450,6,Wednesday,113,161420,2794,93,0.82,3581,0.82,0,29.61834862,0.51266055,15012060,0.76,4142,media
Clairo,indie,Leon,Mexico,theater,8082,7,Tuesday,31,170361,1743,80,0.7,3238,0.78,0,21.07906459,0.215664439,13628880,0.43,3475,baja
aespa,kpop,Madrid,España,festival,81526,5,Thursday,108,876414,1376,90,0.7,44173,0.9,0,10.75011653,0.016878051,78877260,0.91,74189,alta
The Weeknd,pop,Monterrey,Mexico,festival,80949,11,Monday,89,2363286,30882,96,0.9,64675,0.92,0,29.19475225,0.381499463,226875456,0.93,75283,alta
Drake,rap,Bogota,Colombia,arena,15282,7,Thursday,60,157860,4039,94,0.86,9505,0.88,0,10.32979976,0.264297867,14838840,0.88,13448,alta
Dua Lipa,pop,Bogota,Colombia,festival,93141,6,Sunday,144,1001750,4183,93,0.7,36770,0.88,0,10.75519911,0.044910405,93162750,0.81,75444,alta
Kendrick Lamar,rap,Bogota,Colombia,arena,22938,5,Tuesday,90,575713,20478,95,0.7,11970,0.88,0,25.09865725,0.892754381,54692735,0.68,15598,media
Kendrick Lamar,rap,Leon,Mexico,club,581,9,Monday,32,6847,3356,95,0.7,275,0.78,0,11.7848537,5.776247849,650465,0.43,250,baja
Ariana Grande,pop,Seul,Desconocido,theater,6741,5,Tuesday,34,111325,4427,95,0.88,4443,0.8,0,16.51461208,0.656727489,10575875,0.72,4854,media
Drake,rap,Seul,Desconocido,arena,18501,2,Saturday,57,462453,3804,94,0.86,10101,0.8,1,24.99610832,0.205610508,43470582,0.87,16096,alta
Bad Bunny,reggaeton,Leon,Mexico,arena,15183,3,Monday,107,378307,3587,95,0.7,5571,0.78,0,24.91648554,0.23625107,35939165,0.29,4403,baja
aespa,kpop,CDMX,Mexico,stadium,62983,3,Monday,98,917325,33631,90,0.7,30859,1,0,14.56464443,0.533969484,82559250,0.84,52906,alta
Coldplay,rock,Leon,Mexico,stadium,71126,9,Tuesday,137,830973,1945,96,0.7,30324,0.78,0,11.68311166,0.027345837,79773408,0.86,61168,alta
Peso Pluma,regional_mexicano,Madrid,España,theater,4570,3,Saturday,93,51362,2354,93,0.58,2087,0.9,1,11.23894967,0.515098468,4776666,0.44,2011,baja
Fuerza Regida,regional_mexicano,Bogota,Colombia,stadium,59990,3,Thursday,142,1154224,1921,88,0.7,29490,0.88,0,19.24027338,0.032022004,101571712,0.89,53391,alta
Imagine Dragons,rock,Seul,Desconocido,stadium,75882,1,Friday,127,1013829,3370,94,0.7,32365,0.8,1,13.36059935,0.044411059,95299926,0.85,64500,alta
Cuco,indie,Leon,Mexico,club,1281,2,Thursday,139,32389,1308,82,0.7,627,0.78,0,25.28415301,1.021077283,2655898,0.55,705,baja
Arctic Monkeys,rock,Madrid,España,club,2804,4,Thursday,176,56397,2599,92,0.7,1499,0.9,0,20.11305278,0.926890157,5188524,0.43,1206,baja
Banda MS,banda,Guadalajara,Mexico,arena,11474,7,Wednesday,63,334103,3030,89,0.7,4977,0.92,0,29.11826739,0.264075301,29735167,0.32,3672,baja
Imagine Dragons,rock,Queretaro,Mexico,club,2120,6,Tuesday,63,54588,2662,94,0.7,796,0.82,0,25.7490566,1.255660377,5131272,0.28,594,baja
Girl Ultra,indie,Queretaro,Mexico,club,1995,9,Saturday,155,48595,2779,78,0.7,642,0.82,1,24.35839599,1.392982456,3790410,0.3,598,baja
Arctic Monkeys,rock,Bogota,Colombia,arena,16816,12,Wednesday,101,439907,4528,92,0.7,7249,0.88,0,26.16002617,0.269267364,40471444,0.61,10258,media
Fuerza Regida,regional_mexicano,Guadalajara,Mexico,theater,3873,4,Monday,149,41961,2767,88,0.7,1585,0.92,0,10.83423703,0.714433256,3692568,0.3,1162,baja
